OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1090010,LAKE MICHIE NEAR BAHAMA NC,Reservoir,LAKE MICHIE NEAR BAHAMA NC,03020201,,,,,36.1505556,-78.8302778,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1090020,LAKE MICHIE NEAR BAHAMA NC,Reservoir,LAKE MICHIE NEAR BAHAMA NC,03020201,,,,,36.1505556,-78.8302778,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1100000,FLAT RIV AT SR 1004 NR WILLARDSVILLE,River/Stream,FLAT RIV AT SR 1004 NR WILLARDSVILLE,03020201,,,,,36.1319000,-78.8278000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1250000,FALLS LAKE AT SOUTHERN RR NR DURHAM,Reservoir,FALLS LAKE AT SOUTHERN RR NR DURHAM,03020201,,,,,36.0800000,-78.7920000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1250010,FALLS LAKE AT SOUTHERN RR NEAR DURHAM NC,Reservoir,FALLS LAKE AT SOUTHERN RR NEAR DURHAM NC,03020201,,,,,36.0800000,-78.7922222,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1250030,FALLS LAKE AT SOUTHERN RR NEAR DURHAM NC,Reservoir,FALLS LAKE AT SOUTHERN RR NEAR DURHAM NC,03020201,,,,,36.0800000,-78.7922222,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1269000,ELLERBE CRK AT SR 1709 AT DURHAM 2088,River/Stream,ELLERBE CRK AT SR 1709 AT DURHAM 2088,03020201,,,,,36.0220000,-78.8710000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1270000,ELLERBE CRK TRIB ATW CLUB BLVD DR INACT 770929,River/Stream,ELLERBE CRK TRIB ATW CLUB BLVD DR INACT 770929,03020201,,,,,36.0170000,-78.9150000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1280000,GOOSE CRK 200 FT UPS SR 1669 AT DURHAM,River/Stream,GOOSE CRK 200 FT UPS SR 1669 AT DURHAM,03020201,,,,,36.0270000,-78.8650000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1290000,ELLERBE CRK AT SR 1669 NR DURHAM INACT 750205,River/Stream,ELLERBE CRK AT SR 1669 NR DURHAM INACT 750205,03020201,,,,,36.0280000,-78.8650000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1330000,ELLERBE CRK AT SR 1636 NR DURHAM,River/Stream,ELLERBE CRK AT SR 1636 NR DURHAM,03020201,,,,,36.0595000,-78.8322000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1370000,FALLS LAKE AT I 85 NR NORTHSIDE,Reservoir,FALLS LAKE AT I 85 NR NORTHSIDE,03020201,,,,,36.0720000,-78.7810000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1370010,FALLS LAKE AT I-85 NEAR NORTHSIDE NC,Reservoir,FALLS LAKE AT I-85 NEAR NORTHSIDE NC,03020201,,,,,36.0722222,-78.7808333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1370030,FALLS LAKE AT I-85 NEAR NORTHSIDE NC,Reservoir,FALLS LAKE AT I-85 NEAR NORTHSIDE NC,03020201,,,,,36.0722222,-78.7808333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1430000,FALLS LAKE AT MARKER #16 NR REDWOOD,Reservoir,FALLS LAKE AT MARKER #16 NR REDWOOD,03020201,,,,,36.0550000,-78.7630000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1430010,FALLS LAKE AT MARKER #16 NR REDWOOD NC,Reservoir,FALLS LAKE AT MARKER #16 NR REDWOOD NC,03020201,,,,,36.0550000,-78.7627778,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1430030,FALLS LAKE AT MARKER #16 NR REDWOOD NC,Reservoir,FALLS LAKE AT MARKER #16 NR REDWOOD NC,03020201,,,,,36.0550000,-78.7627778,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1490000,LITTLE LICK CRK AT NC 98 NR DURHAM INACT 750205,River/Stream,LITTLE LICK CRK AT NC 98 NR DURHAM INACT 750205,03020201,,,,,35.9810000,-78.8070000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1530000,LITTLE LICK CRK AT SR 1814 NR DURHAM,River/Stream,LITTLE LICK CRK AT SR 1814 NR DURHAM,03020201,,,,,35.9870000,-78.7990000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1570000,LITTLE LICK CRK NR REDWOOD INACT 750205,River/Stream,LITTLE LICK CRK NR REDWOOD INACT 750205,03020201,,,,,36.0150000,-78.7610000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1590000,FALLS LAKE AT MTH LITTLE LICK CRK NR MARKER #13,Reservoir,FALLS LAKE AT MTH LITTLE LICK CRK NR MARKER #13,03020201,,,,,36.0220000,-78.7350000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1590010,FALLS LAKE AT MTH LITTLE LICK CK NR MARKER #13,Reservoir,FALLS LAKE AT MTH LITTLE LICK CK NR MARKER #13,03020201,,,,,36.0216667,-78.7350000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1590030,FALLS LAKE AT MTH LITTLE LICK CRK NR MARKER #13,Reservoir,FALLS LAKE AT MTH LITTLE LICK CRK NR MARKER #13,03020201,,,,,36.0216667,-78.7350000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1680000,FALLS LAKE AT EAST ROLLING VIEW SWIMMING AREA,Reservoir,FALLS LAKE AT EAST ROLLING VIEW SWIMMING AREA,03020201,,,,,36.0090000,-78.7080000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1680010,FALLS LAKE AT EAST ROLLING VIEW SWIMMING AREA,Reservoir,FALLS LAKE AT EAST ROLLING VIEW SWIMMING AREA,03020201,,,,,36.0091667,-78.7083333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-B3040000,NEW HOPE CRK AT SR 1107 NR BLANDS,River/Stream,,03030002,,,,,35.8847400,-78.9656300,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,063,,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-B3660000,NORTHEAST CRK AT SR 1100 NR NELSON,River/Stream,,03030002,,,,,35.8724300,-78.9132200,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,063,,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-J0770000,ENO RIV AT US 501 NR DURHAM,River/Stream,,03020201,,,,,36.0719700,-78.9086400,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,063,,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-J0810000,ENO RIV AT SR 1004 NR DURHAM,River/Stream,,03020201,,,,,36.0725400,-78.8627000,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,063,,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-J0820000,LITTLE RIV AT SR 1461 NR ORANGE FACTORY,River/Stream,,03020201,,,,,36.1415900,-78.9193000,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,063,,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-J0840000,LITTLE RIV RES AT SR 1628 AT ORANGE FACTORY,River/Stream,,03020201,,,,,36.1272100,-78.8747100,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,063,,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-J1070000,FLAT RIV AT SR 1614 NR QUAIL ROOST,River/Stream,,03020201,,,,,36.2002100,-78.8861500,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,063,,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-J1100000,FLAT RIV AT SR 1004 NR WILLARDSVILLE,River/Stream,,03020201,,,,,36.1318600,-78.8278400,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,063,,,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-J1330000,ELLERBE CRK AT SR 1636 NR DURHAM,River/Stream,,03020201,,,,,36.0594900,-78.8322400,24000,,,Interpolation-Map,NAD83,0,ft,,,,Unknown,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-B2970000,THIRD FORK CRK AT NC 55 AT DURHAM,River/Stream,,03030002,,,,,35.9670600000,-78.8952300000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-B3039000,NEW HOPE CRK AT CONCRETE IMPOUNDMENT,River/Stream,,03030002,,,,,35.8858700000,-78.9652900000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-B3040000,NEW HOPE CRK AT SR 1107 NR BLANDS,River/Stream,,03030002,,,,,35.8847400000,-78.9656300000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-B3660000,NORTHEAST CRK AT SR 1100 NR NELSON,River/Stream,,03030002,,,,,35.8724300000,-78.9132200000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-BB103,NORTHEAST CR,River/Stream,,03030002,,,,,35.8866666667,-78.8997222222,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-BB104,NORTHEAST CR,River/Stream,,03030002,,,,,35.8724360000,-78.9131940000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-BB238,NEW HOPE CR,River/Stream,,03030002,,,,,35.8847222222,-78.9666666667,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-BB460,THIRD FORK CR,River/Stream,,03030002,,,,,35.9111111111,-78.9611111111,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-BB83,BURDENS CR,River/Stream,,03030002,,,,,35.8894444444,-78.8855555556,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-BB85,NEW HOPE CR,River/Stream,,03030002,,,,,35.9050000000,-78.9708333333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-BB90,NEW HOPE CR,River/Stream,,03030002,,,,,35.9422222222,-78.9763888889,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-BF107,Northeast Cr,River/Stream,,03030002,,,,,35.8725000000,-78.9133333333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-BF108,Northeast Cr,River/Stream,,03030002,,,,,35.8866666667,-78.9000000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-BF116,Third Fork Cr,River/Stream,,03030002,,,,,35.9105555556,-78.9608333333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-BF57,New Hope Cr,River/Stream,,03030002,,,,,35.9425000000,-78.9755555556,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-J0770000,ENO RIV AT US 501 NR DURHAM,River/Stream,,03020201,,,,,36.0719700000,-78.9086400000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-J0810000,ENO RIV AT SR 1004 NR DURHAM,River/Stream,,03020201,,,,,36.0725400000,-78.8627000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-J0820000,LITTLE RIV AT SR 1461 NR ORANGE FACTORY,River/Stream,,03020201,,,,,36.1415900000,-78.9193000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-J0836000,UT TO MOUNTAIN CRK OFF US 501 NR BAHAMA,River/Stream,,03020201,,,,,36.1695900000,-78.9013500000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-J1070000,FLAT RIV AT SR 1614 NR QUAIL ROOST,River/Stream,,03020201,,,,,36.2002100000,-78.8861500000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-J1100000,FLAT RIV AT SR 1004 NR WILLARDSVILLE,River/Stream,,03020201,,,,,36.1318600000,-78.8278400000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-J1330000,ELLERBE CRK AT SR 1636 NR DURHAM,River/Stream,,03020201,,,,,36.0594900000,-78.8322400000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB15,L LICK CR,River/Stream,,03020201,,,,,35.9738888889,-78.8372222222,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB16,L LICK CR,River/Stream,,03020201,,,,,35.9838888889,-78.8161111111,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB165,ELLERBE CR,River/Stream,,03020201,,,,,36.0588888889,-78.8330555556,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB166,ELLERBE CR,River/Stream,,03020201,,,,,36.0216666667,-78.8705555556,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB17,L LICK CR,River/Stream,,03020201,,,,,35.9866666667,-78.8002777778,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB18,LITTLE R,River/Stream,,03020201,,,,,36.1416666667,-78.9205555556,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB181,L LICK CR,River/Stream,,03020201,,,,,35.9861111111,-78.8000000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB182,L LICK CR,River/Stream,,03020201,,,,,35.9852777778,-78.8088888889,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB184,LICK CR,River/Stream,,03020201,,,,,35.9666666667,-78.7833333333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB186,LITTLE R,River/Stream,,03020201,,,,,36.0816666667,-78.8547222222,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB192,LITTLE R,River/Stream,,03020201,,,,,36.1386111111,-78.9061111111,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB210,MOUNTAIN CR,River/Stream,,03020201,,,,,36.1772222222,-78.9152777778,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB211,MOUNTAIN CR,River/Stream,,03020201,,,,,36.1791666667,-78.9194444444,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB212,N FK LITTLE R,River/Stream,,03020201,,,,,36.1633333333,-78.9494444444,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB296,FLAT R,River/Stream,,03020201,,,,,36.2002777778,-78.8863888889,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB3,ENO R,River/Stream,,03020201,,,,,36.0725670000,-78.8630380000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB32,UT L LICK CR,River/Stream,,03020201,,,,,35.9816666667,-78.8411111111,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB33,UT L LICK CR,River/Stream,,03020201,,,,,35.9927777778,-78.7794444444,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB7,ENO R,River/Stream,,03020201,,,,,36.0719444444,-78.9080555556,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JB9,FLAT R,River/Stream,,03020201,,,,,36.1325000000,-78.8280555556,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JF102,Eno R,River/Stream,,03020201,,,,,36.0718122000,-78.9347334000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JF13,N Fk Little R,River/Stream,,03020201,,,,,36.1638000000,-78.9488980000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JF17,S Fk Little R,River/Stream,,03020201,,,,,36.1499980000,-78.9462760000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JF2,Crooked Cr,River/Stream,,03020201,,,,,36.0744444444,-78.9116666667,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JF22,Warren Cr,River/Stream,,03020201,,,,,36.0680555556,-78.9169444444,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JF4,Ellerbe Cr,River/Stream,,03020201,,,,,36.0219710000,-78.8704040000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JF5,Eno R,River/Stream,,03020201,,,,,36.0747222222,-78.9019444444,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-JF74,Ellerbe Cr,River/Stream,,03020201,,,,,36.0594411000,-78.8323776000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-LI01,FALLS OF THE NEUSE RESERVOIR,Lake,,03020201,,,,,36.0007000000,-78.7166400000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-LI01DUP,FALLS OF THE NEUSE RESERVOIR,Lake,,03020201,,,,,36.0007000000,-78.7166400000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-LLC01,FALLS OF THE NEUSE RESERVOIR,Lake,,03020201,,,,,36.0179200000,-78.7514600000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-NEU0061G,LAKE MICHIE,Lake,,03020201,,,,,36.1712400000,-78.8584800000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-NEU0061J,LAKE MICHIE,Lake,,03020201,,,,,36.1606000000,-78.8403000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-NEU0061L,LAKE MICHIE,Lake,,03020201,,,,,36.1580000000,-78.8280000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-NEU006S,LITTLE RIVER RESERVOIR,Lake,,03020201,,,,,36.1348700000,-78.8902800000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-NEU006T,LITTLE RIVER RESERVOIR,Lake,,03020201,,,,,36.1275600000,-78.8743100000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-NEU006U,LITTLE RIVER RESERVOIR,Lake,,03020201,,,,,36.1122900000,-78.8700000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-NEU010,FALLS OF THE NEUSE RESERVOIR,Lake,,03020201,,,,,36.0775700000,-78.7930400000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
