agency_,cd       site_no,datetime,104599_00060_00003,104599_00060_00003_cd,Month,Day ,Year,Date
USGS,1303500,10/6/77,1.9,A,10,6,77,10/06/1977
USGS,1303500,10/7/77,1.7,A,10,7,77,10/07/1977
USGS,1303500,10/8/77,1.6,A,10,8,77,10/08/1977
USGS,1303500,10/9/77,2.1,A,10,9,77,10/09/1977
USGS,1303500,10/10/77,3.2,A,10,10,77,10/10/1977
USGS,1303500,10/11/77,2.5,A,10,11,77,10/11/1977
USGS,1303500,10/12/77,2.3,A,10,12,77,10/12/1977
USGS,1303500,10/13/77,2.1,A,10,13,77,10/13/1977
USGS,1303500,10/14/77,2.3,A,10,14,77,10/14/1977
USGS,1303500,10/15/77,3.7,A,10,15,77,10/15/1977
USGS,1303500,10/16/77,3.2,A,10,16,77,10/16/1977
USGS,1303500,10/17/77,2.5,A,10,17,77,10/17/1977
USGS,1303500,10/18/77,2.1,A,10,18,77,10/18/1977
USGS,1303500,10/19/77,2.1,A,10,19,77,10/19/1977
USGS,1303500,10/20/77,2.5,A,10,20,77,10/20/1977
USGS,1303500,10/21/77,2.7,A,10,21,77,10/21/1977
USGS,1303500,10/22/77,2.3,A,10,22,77,10/22/1977
USGS,1303500,10/23/77,2.1,A,10,23,77,10/23/1977
USGS,1303500,10/24/77,1.7,A,10,24,77,10/24/1977
USGS,1303500,10/25/77,1.6,A,10,25,77,10/25/1977
USGS,1303500,10/26/77,1.4,A,10,26,77,10/26/1977
USGS,1303500,10/27/77,1.9,A,10,27,77,10/27/1977
USGS,1303500,10/28/77,1.7,A,10,28,77,10/28/1977
USGS,1303500,10/29/77,1.7,A,10,29,77,10/29/1977
USGS,1303500,10/30/77,1.7,A,10,30,77,10/30/1977
USGS,1303500,10/31/77,1.9,A,10,31,77,10/31/1977
USGS,1303500,11/1/77,1.7,A,11,1,77,11/01/1977
USGS,1303500,11/2/77,1.7,A,11,2,77,11/02/1977
USGS,1303500,11/3/77,1.7,A,11,3,77,11/03/1977
USGS,1303500,11/4/77,2.1,A,11,4,77,11/04/1977
USGS,1303500,11/5/77,2.1,A,11,5,77,11/05/1977
USGS,1303500,11/6/77,1.9,A,11,6,77,11/06/1977
USGS,1303500,11/7/77,2.5,A,11,7,77,11/07/1977
USGS,1303500,11/8/77,17,A,11,8,77,11/08/1977
USGS,1303500,11/9/77,8.4,A,11,9,77,11/09/1977
USGS,1303500,11/10/77,3.7,A,11,10,77,11/10/1977
USGS,1303500,11/11/77,2.7,A,11,11,77,11/11/1977
USGS,1303500,11/12/77,2.5,A,11,12,77,11/12/1977
USGS,1303500,11/13/77,2.3,A,11,13,77,11/13/1977
USGS,1303500,11/14/77,1.9,A,11,14,77,11/14/1977
USGS,1303500,11/15/77,1.9,A,11,15,77,11/15/1977
USGS,1303500,11/16/77,1.6,A,11,16,77,11/16/1977
USGS,1303500,11/17/77,1.9,A,11,17,77,11/17/1977
USGS,1303500,11/18/77,2.5,A,11,18,77,11/18/1977
USGS,1303500,11/19/77,2.3,A,11,19,77,11/19/1977
USGS,1303500,11/20/77,2.1,A,11,20,77,11/20/1977
USGS,1303500,11/21/77,2.3,A,11,21,77,11/21/1977
USGS,1303500,11/22/77,1.9,A,11,22,77,11/22/1977
USGS,1303500,11/23/77,2.3,A,11,23,77,11/23/1977
USGS,1303500,11/24/77,2.3,A,11,24,77,11/24/1977
USGS,1303500,11/25/77,1.9,A,11,25,77,11/25/1977
USGS,1303500,11/26/77,3.2,A,11,26,77,11/26/1977
USGS,1303500,11/27/77,2.5,A,11,27,77,11/27/1977
USGS,1303500,11/28/77,2.1,A,11,28,77,11/28/1977
USGS,1303500,11/29/77,1.7,A,11,29,77,11/29/1977
USGS,1303500,11/30/77,2.1,A,11,30,77,11/30/1977
USGS,1303500,12/1/77,4.2,A,12,1,77,12/01/1977
USGS,1303500,12/2/77,3.6,A,12,2,77,12/02/1977
USGS,1303500,12/3/77,2.7,A,12,3,77,12/03/1977
USGS,1303500,12/4/77,2.2,A,12,4,77,12/04/1977
USGS,1303500,12/5/77,2.7,A,12,5,77,12/05/1977
USGS,1303500,12/6/77,3.8,A,12,6,77,12/06/1977
USGS,1303500,12/7/77,2.9,A,12,7,77,12/07/1977
USGS,1303500,12/8/77,2.4,A,12,8,77,12/08/1977
USGS,1303500,12/9/77,2.5,A,12,9,77,12/09/1977
USGS,1303500,12/10/77,2.3,A,12,10,77,12/10/1977
USGS,1303500,12/11/77,2.1,A,12,11,77,12/11/1977
USGS,1303500,12/12/77,2.1,A,12,12,77,12/12/1977
USGS,1303500,12/13/77,2.5,A,12,13,77,12/13/1977
USGS,1303500,12/14/77,3,A,12,14,77,12/14/1977
USGS,1303500,12/15/77,4.4,A,12,15,77,12/15/1977
USGS,1303500,12/16/77,3.2,A,12,16,77,12/16/1977
USGS,1303500,12/17/77,2.5,A,12,17,77,12/17/1977
USGS,1303500,12/18/77,2.6,A,12,18,77,12/18/1977
USGS,1303500,12/19/77,3,A,12,19,77,12/19/1977
USGS,1303500,12/20/77,2.5,A,12,20,77,12/20/1977
USGS,1303500,12/21/77,3.9,A,12,21,77,12/21/1977
USGS,1303500,12/22/77,4.8,A,12,22,77,12/22/1977
USGS,1303500,12/23/77,3.3,A,12,23,77,12/23/1977
USGS,1303500,12/24/77,2.6,A,12,24,77,12/24/1977
USGS,1303500,12/25/77,2.5,A,12,25,77,12/25/1977
USGS,1303500,12/26/77,2.3,A,12,26,77,12/26/1977
USGS,1303500,12/27/77,2.2,A,12,27,77,12/27/1977
USGS,1303500,12/28/77,2.1,A,12,28,77,12/28/1977
USGS,1303500,12/29/77,2.1,A,12,29,77,12/29/1977
USGS,1303500,12/30/77,2.1,A,12,30,77,12/30/1977
USGS,1303500,12/31/77,2.3,A,12,31,77,12/31/1977
USGS,1303500,1/1/78,2.3,A,1,1,78,01/01/1978
USGS,1303500,1/2/78,2.4,A,1,2,78,01/02/1978
USGS,1303500,1/3/78,2.3,A,1,3,78,01/03/1978
USGS,1303500,1/4/78,2.1,A,1,4,78,01/04/1978
USGS,1303500,1/5/78,2.1,A,1,5,78,01/05/1978
USGS,1303500,1/6/78,2.1,A,1,6,78,01/06/1978
USGS,1303500,1/7/78,2.1,A,1,7,78,01/07/1978
USGS,1303500,1/8/78,2.3,A,1,8,78,01/08/1978
USGS,1303500,1/9/78,4.2,A,1,9,78,01/09/1978
USGS,1303500,1/10/78,3.1,A,1,10,78,01/10/1978
USGS,1303500,1/11/78,2.2,A,1,11,78,01/11/1978
USGS,1303500,1/12/78,2.3,A,1,12,78,01/12/1978
USGS,1303500,1/13/78,2.3,A,1,13,78,01/13/1978
USGS,1303500,1/14/78,4.2,A,1,14,78,01/14/1978
USGS,1303500,1/15/78,4.2,A,1,15,78,01/15/1978
USGS,1303500,1/16/78,4.2,A,1,16,78,01/16/1978
USGS,1303500,1/17/78,4.1,A,1,17,78,01/17/1978
USGS,1303500,1/18/78,6.9,A,1,18,78,01/18/1978
USGS,1303500,1/19/78,5.3,A,1,19,78,01/19/1978
USGS,1303500,1/20/78,5.6,A,1,20,78,01/20/1978
USGS,1303500,1/21/78,3.7,A,1,21,78,01/21/1978
USGS,1303500,1/22/78,2.7,A,1,22,78,01/22/1978
USGS,1303500,1/23/78,2.4,A,1,23,78,01/23/1978
USGS,1303500,1/24/78,2.3,A,1,24,78,01/24/1978
USGS,1303500,1/25/78,2.9,A,1,25,78,01/25/1978
USGS,1303500,1/26/78,44,A,1,26,78,01/26/1978
USGS,1303500,1/27/78,9,A,1,27,78,01/27/1978
USGS,1303500,1/28/78,4.8,A,1,28,78,01/28/1978
USGS,1303500,1/29/78,3.8,A,1,29,78,01/29/1978
USGS,1303500,1/30/78,3.2,A,1,30,78,01/30/1978
USGS,1303500,1/31/78,2.7,A,1,31,78,01/31/1978
USGS,1303500,2/1/78,2.6,A,2,1,78,02/01/1978
USGS,1303500,2/2/78,2.5,A,2,2,78,02/02/1978
USGS,1303500,2/3/78,2.5,A,2,3,78,02/03/1978
USGS,1303500,2/4/78,2.4,A,2,4,78,02/04/1978
USGS,1303500,2/5/78,2.3,A,2,5,78,02/05/1978
USGS,1303500,2/6/78,3,A,2,6,78,02/06/1978
USGS,1303500,2/7/78,2.5,A,2,7,78,02/07/1978
USGS,1303500,2/8/78,2.5,A,2,8,78,02/08/1978
USGS,1303500,2/9/78,2.5,A,2,9,78,02/09/1978
USGS,1303500,2/10/78,2.5,A,2,10,78,02/10/1978
USGS,1303500,2/11/78,2.3,A,2,11,78,02/11/1978
USGS,1303500,2/12/78,2.3,A,2,12,78,02/12/1978
USGS,1303500,2/13/78,2.3,A,2,13,78,02/13/1978
USGS,1303500,2/14/78,2.5,A,2,14,78,02/14/1978
USGS,1303500,2/15/78,2.5,A,2,15,78,02/15/1978
USGS,1303500,2/16/78,2.5,A,2,16,78,02/16/1978
USGS,1303500,2/17/78,2.5,A,2,17,78,02/17/1978
USGS,1303500,2/18/78,2.5,A,2,18,78,02/18/1978
USGS,1303500,2/19/78,2.6,A,2,19,78,02/19/1978
USGS,1303500,2/20/78,2.6,A,2,20,78,02/20/1978
USGS,1303500,2/21/78,2.5,A,2,21,78,02/21/1978
USGS,1303500,2/22/78,2.4,A,2,22,78,02/22/1978
USGS,1303500,2/23/78,2.4,A,2,23,78,02/23/1978
USGS,1303500,2/24/78,2.5,A,2,24,78,02/24/1978
USGS,1303500,2/25/78,2.5,A,2,25,78,02/25/1978
USGS,1303500,2/26/78,2.5,A,2,26,78,02/26/1978
USGS,1303500,2/27/78,2.4,A,2,27,78,02/27/1978
USGS,1303500,2/28/78,2.5,A,2,28,78,02/28/1978
USGS,1303500,3/1/78,2.7,A,3,1,78,03/01/1978
USGS,1303500,3/2/78,2.7,A,3,2,78,03/02/1978
USGS,1303500,3/3/78,2.7,A,3,3,78,03/03/1978
USGS,1303500,3/4/78,2.7,A,3,4,78,03/04/1978
USGS,1303500,3/5/78,2.3,A,3,5,78,03/05/1978
USGS,1303500,3/6/78,2.3,A,3,6,78,03/06/1978
USGS,1303500,3/7/78,2.3,A,3,7,78,03/07/1978
USGS,1303500,3/8/78,2.3,A,3,8,78,03/08/1978
USGS,1303500,3/9/78,2.3,A,3,9,78,03/09/1978
USGS,1303500,3/10/78,2.5,A,3,10,78,03/10/1978
USGS,1303500,3/11/78,2.7,A,3,11,78,03/11/1978
USGS,1303500,3/12/78,2.7,A,3,12,78,03/12/1978
USGS,1303500,3/13/78,2.5,A,3,13,78,03/13/1978
USGS,1303500,3/14/78,3.4,A,3,14,78,03/14/1978
USGS,1303500,3/15/78,9.6,A,3,15,78,03/15/1978
USGS,1303500,3/16/78,4.7,A,3,16,78,03/16/1978
USGS,1303500,3/17/78,3.7,A,3,17,78,03/17/1978
USGS,1303500,3/18/78,3,A,3,18,78,03/18/1978
USGS,1303500,3/19/78,2.7,A,3,19,78,03/19/1978
USGS,1303500,3/20/78,2.7,A,3,20,78,03/20/1978
USGS,1303500,3/21/78,2.7,A,3,21,78,03/21/1978
USGS,1303500,3/22/78,3,A,3,22,78,03/22/1978
USGS,1303500,3/23/78,2.7,A,3,23,78,03/23/1978
USGS,1303500,3/24/78,2.5,A,3,24,78,03/24/1978
USGS,1303500,3/25/78,2.5,A,3,25,78,03/25/1978
USGS,1303500,3/26/78,2.7,A,3,26,78,03/26/1978
USGS,1303500,3/27/78,4.7,A,3,27,78,03/27/1978
USGS,1303500,3/28/78,4.4,A,3,28,78,03/28/1978
USGS,1303500,3/29/78,3.2,A,3,29,78,03/29/1978
USGS,1303500,3/30/78,2.7,A,3,30,78,03/30/1978
USGS,1303500,3/31/78,2.7,A,3,31,78,03/31/1978
USGS,1303500,4/1/78,2.7,A,4,1,78,04/01/1978
USGS,1303500,4/2/78,2.5,A,4,2,78,04/02/1978
USGS,1303500,4/3/78,2.3,A,4,3,78,04/03/1978
USGS,1303500,4/4/78,2.5,A,4,4,78,04/04/1978
USGS,1303500,4/5/78,2.7,A,4,5,78,04/05/1978
USGS,1303500,4/6/78,2.5,A,4,6,78,04/06/1978
USGS,1303500,4/7/78,2.5,A,4,7,78,04/07/1978
USGS,1303500,4/8/78,2.5,A,4,8,78,04/08/1978
USGS,1303500,4/9/78,2.3,A,4,9,78,04/09/1978
USGS,1303500,4/10/78,2.3,A,4,10,78,04/10/1978
USGS,1303500,4/11/78,2.5,A,4,11,78,04/11/1978
USGS,1303500,4/12/78,3,A,4,12,78,04/12/1978
USGS,1303500,4/13/78,2.7,A,4,13,78,04/13/1978
USGS,1303500,4/14/78,2.7,A,4,14,78,04/14/1978
USGS,1303500,4/15/78,2.5,A,4,15,78,04/15/1978
USGS,1303500,4/16/78,2.5,A,4,16,78,04/16/1978
USGS,1303500,4/17/78,2.5,A,4,17,78,04/17/1978
USGS,1303500,4/18/78,2.5,A,4,18,78,04/18/1978
USGS,1303500,4/19/78,3.7,A,4,19,78,04/19/1978
USGS,1303500,4/20/78,6.2,A,4,20,78,04/20/1978
USGS,1303500,4/21/78,3.7,A,4,21,78,04/21/1978
USGS,1303500,4/22/78,3.2,A,4,22,78,04/22/1978
USGS,1303500,4/23/78,2.7,A,4,23,78,04/23/1978
USGS,1303500,4/24/78,2.5,A,4,24,78,04/24/1978
USGS,1303500,4/25/78,2.7,A,4,25,78,04/25/1978
USGS,1303500,4/26/78,2.5,A,4,26,78,04/26/1978
USGS,1303500,4/27/78,2.5,A,4,27,78,04/27/1978
USGS,1303500,4/28/78,2.5,A,4,28,78,04/28/1978
USGS,1303500,4/29/78,2.5,A,4,29,78,04/29/1978
USGS,1303500,4/30/78,2.5,A,4,30,78,04/30/1978
USGS,1303500,5/1/78,3.4,A,5,1,78,05/01/1978
USGS,1303500,5/2/78,4.4,A,5,2,78,05/02/1978
USGS,1303500,5/3/78,3.9,A,5,3,78,05/03/1978
USGS,1303500,5/4/78,3.2,A,5,4,78,05/04/1978
USGS,1303500,5/5/78,2.1,A,5,5,78,05/05/1978
USGS,1303500,5/6/78,2.3,A,5,6,78,05/06/1978
USGS,1303500,5/7/78,2.3,A,5,7,78,05/07/1978
USGS,1303500,5/8/78,2.1,A,5,8,78,05/08/1978
USGS,1303500,5/9/78,2.7,A,5,9,78,05/09/1978
USGS,1303500,5/10/78,3.4,A,5,10,78,05/10/1978
USGS,1303500,5/11/78,3.2,A,5,11,78,05/11/1978
USGS,1303500,5/12/78,3,A,5,12,78,05/12/1978
USGS,1303500,5/13/78,3.2,A,5,13,78,05/13/1978
USGS,1303500,5/14/78,6.2,A,5,14,78,05/14/1978
USGS,1303500,5/15/78,6.6,A,5,15,78,05/15/1978
USGS,1303500,5/16/78,5.3,A,5,16,78,05/16/1978
USGS,1303500,5/17/78,4.7,A,5,17,78,05/17/1978
USGS,1303500,5/18/78,3.9,A,5,18,78,05/18/1978
USGS,1303500,5/19/78,3.7,A,5,19,78,05/19/1978
USGS,1303500,5/20/78,3.4,A,5,20,78,05/20/1978
USGS,1303500,5/21/78,3,A,5,21,78,05/21/1978
USGS,1303500,5/22/78,3,A,5,22,78,05/22/1978
USGS,1303500,5/23/78,2.7,A,5,23,78,05/23/1978
USGS,1303500,5/24/78,4.9,A,5,24,78,05/24/1978
USGS,1303500,5/25/78,8,A,5,25,78,05/25/1978
USGS,1303500,5/26/78,5.3,A,5,26,78,05/26/1978
USGS,1303500,5/27/78,4.1,A,5,27,78,05/27/1978
USGS,1303500,5/28/78,3.9,A,5,28,78,05/28/1978
USGS,1303500,5/29/78,3.7,A,5,29,78,05/29/1978
USGS,1303500,5/30/78,3.5,A,5,30,78,05/30/1978
USGS,1303500,5/31/78,3.4,A,5,31,78,05/31/1978
USGS,1303500,6/1/78,3.4,A,6,1,78,06/01/1978
USGS,1303500,6/2/78,3.3,A,6,2,78,06/02/1978
USGS,1303500,6/3/78,3.2,A,6,3,78,06/03/1978
USGS,1303500,6/4/78,3.4,A,6,4,78,06/04/1978
USGS,1303500,6/5/78,3.2,A,6,5,78,06/05/1978
USGS,1303500,6/6/78,3.2,A,6,6,78,06/06/1978
USGS,1303500,6/7/78,3.2,A,6,7,78,06/07/1978
USGS,1303500,6/8/78,3.5,A,6,8,78,06/08/1978
USGS,1303500,6/9/78,3.9,A,6,9,78,06/09/1978
USGS,1303500,6/10/78,3.9,A,6,10,78,06/10/1978
USGS,1303500,6/11/78,3.7,A,6,11,78,06/11/1978
USGS,1303500,6/12/78,3.7,A,6,12,78,06/12/1978
USGS,1303500,6/13/78,3.8,A,6,13,78,06/13/1978
USGS,1303500,6/14/78,3.9,A,6,14,78,06/14/1978
USGS,1303500,6/15/78,3.9,A,6,15,78,06/15/1978
USGS,1303500,6/16/78,3.8,A,6,16,78,06/16/1978
USGS,1303500,6/17/78,3.9,A,6,17,78,06/17/1978
USGS,1303500,6/18/78,3.8,A,6,18,78,06/18/1978
USGS,1303500,6/19/78,3.9,A,6,19,78,06/19/1978
USGS,1303500,6/20/78,4.2,A,6,20,78,06/20/1978
USGS,1303500,6/21/78,3.9,A,6,21,78,06/21/1978
USGS,1303500,6/22/78,4.2,A,6,22,78,06/22/1978
USGS,1303500,6/23/78,4.2,A,6,23,78,06/23/1978
USGS,1303500,6/24/78,4.4,A,6,24,78,06/24/1978
USGS,1303500,6/25/78,4.4,A,6,25,78,06/25/1978
USGS,1303500,6/26/78,4.2,A,6,26,78,06/26/1978
USGS,1303500,6/27/78,4.4,A,6,27,78,06/27/1978
USGS,1303500,6/28/78,4.4,A,6,28,78,06/28/1978
USGS,1303500,6/29/78,4.4,A,6,29,78,06/29/1978
USGS,1303500,6/30/78,4.4,A,6,30,78,06/30/1978
USGS,1303500,7/1/78,4.4,A,7,1,78,07/01/1978
USGS,1303500,7/2/78,4.4,A,7,2,78,07/02/1978
USGS,1303500,7/3/78,4.2,A,7,3,78,07/03/1978
USGS,1303500,7/4/78,6.2,A,7,4,78,07/04/1978
USGS,1303500,7/5/78,5.6,A,7,5,78,07/05/1978
USGS,1303500,7/6/78,4.4,A,7,6,78,07/06/1978
USGS,1303500,7/7/78,3.9,A,7,7,78,07/07/1978
USGS,1303500,7/8/78,3.9,A,7,8,78,07/08/1978
USGS,1303500,7/9/78,3.7,A,7,9,78,07/09/1978
USGS,1303500,7/10/78,3.7,A,7,10,78,07/10/1978
USGS,1303500,7/11/78,3.9,A,7,11,78,07/11/1978
USGS,1303500,7/12/78,3.7,A,7,12,78,07/12/1978
USGS,1303500,7/13/78,3.7,A,7,13,78,07/13/1978
USGS,1303500,7/14/78,3.4,A,7,14,78,07/14/1978
USGS,1303500,7/15/78,3.4,A,7,15,78,07/15/1978
USGS,1303500,7/16/78,3.4,A,7,16,78,07/16/1978
USGS,1303500,7/17/78,3.7,A,7,17,78,07/17/1978
USGS,1303500,7/18/78,3.7,A,7,18,78,07/18/1978
USGS,1303500,7/19/78,3.4,A,7,19,78,07/19/1978
USGS,1303500,7/20/78,3.2,A,7,20,78,07/20/1978
USGS,1303500,7/21/78,3.2,A,7,21,78,07/21/1978
USGS,1303500,7/22/78,3.4,A,7,22,78,07/22/1978
USGS,1303500,7/23/78,3.4,A,7,23,78,07/23/1978
USGS,1303500,7/24/78,3.7,A,7,24,78,07/24/1978
USGS,1303500,7/25/78,3.4,A,7,25,78,07/25/1978
USGS,1303500,7/26/78,3.2,A,7,26,78,07/26/1978
USGS,1303500,7/27/78,2.7,A,7,27,78,07/27/1978
USGS,1303500,7/28/78,2.7,A,7,28,78,07/28/1978
USGS,1303500,7/29/78,3.2,A,7,29,78,07/29/1978
USGS,1303500,7/30/78,3.4,A,7,30,78,07/30/1978
USGS,1303500,7/31/78,3.7,A,7,31,78,07/31/1978
USGS,1303500,8/1/78,3.7,A,8,1,78,08/01/1978
USGS,1303500,8/2/78,3.7,A,8,2,78,08/02/1978
USGS,1303500,8/3/78,3.7,A,8,3,78,08/03/1978
USGS,1303500,8/4/78,3.4,A,8,4,78,08/04/1978
USGS,1303500,8/5/78,3.7,A,8,5,78,08/05/1978
USGS,1303500,8/6/78,3.7,A,8,6,78,08/06/1978
USGS,1303500,8/7/78,3.9,A,8,7,78,08/07/1978
USGS,1303500,8/8/78,3.7,A,8,8,78,08/08/1978
USGS,1303500,8/9/78,3.7,A,8,9,78,08/09/1978
USGS,1303500,8/10/78,3.9,A,8,10,78,08/10/1978
USGS,1303500,8/11/78,3.9,A,8,11,78,08/11/1978
USGS,1303500,8/12/78,47,A,8,12,78,08/12/1978
USGS,1303500,8/13/78,11,A,8,13,78,08/13/1978
USGS,1303500,8/14/78,5.6,A,8,14,78,08/14/1978
USGS,1303500,8/15/78,4.7,A,8,15,78,08/15/1978
USGS,1303500,8/16/78,4.4,A,8,16,78,08/16/1978
USGS,1303500,8/17/78,3.9,A,8,17,78,08/17/1978
USGS,1303500,8/18/78,4.2,A,8,18,78,08/18/1978
USGS,1303500,8/19/78,3.9,A,8,19,78,08/19/1978
USGS,1303500,8/20/78,3.9,A,8,20,78,08/20/1978
USGS,1303500,8/21/78,4.2,A,8,21,78,08/21/1978
USGS,1303500,8/22/78,3.2,A,8,22,78,08/22/1978
USGS,1303500,8/23/78,2.7,A,8,23,78,08/23/1978
USGS,1303500,8/24/78,2.7,A,8,24,78,08/24/1978
USGS,1303500,8/25/78,2.7,A,8,25,78,08/25/1978
USGS,1303500,8/26/78,2.7,A,8,26,78,08/26/1978
USGS,1303500,8/27/78,2.7,A,8,27,78,08/27/1978
USGS,1303500,8/28/78,2.7,A,8,28,78,08/28/1978
USGS,1303500,8/29/78,3,A,8,29,78,08/29/1978
USGS,1303500,8/30/78,3,A,8,30,78,08/30/1978
USGS,1303500,8/31/78,3.2,A,8,31,78,08/31/1978
USGS,1303500,9/1/78,3.7,A,9,1,78,09/01/1978
USGS,1303500,9/2/78,3.4,A,9,2,78,09/02/1978
USGS,1303500,9/3/78,3,A,9,3,78,09/03/1978
USGS,1303500,9/4/78,3,A,9,4,78,09/04/1978
USGS,1303500,9/5/78,3,A,9,5,78,09/05/1978
USGS,1303500,9/6/78,2.7,A,9,6,78,09/06/1978
USGS,1303500,9/7/78,2.7,A,9,7,78,09/07/1978
USGS,1303500,9/8/78,3,A,9,8,78,09/08/1978
USGS,1303500,9/9/78,3,A,9,9,78,09/09/1978
USGS,1303500,9/10/78,2.5,A,9,10,78,09/10/1978
USGS,1303500,9/11/78,2.5,A,9,11,78,09/11/1978
USGS,1303500,9/12/78,2.5,A,9,12,78,09/12/1978
USGS,1303500,9/13/78,2.7,A,9,13,78,09/13/1978
USGS,1303500,9/14/78,2.7,A,9,14,78,09/14/1978
USGS,1303500,9/15/78,2.7,A,9,15,78,09/15/1978
USGS,1303500,9/16/78,2.7,A,9,16,78,09/16/1978
USGS,1303500,9/17/78,3,A,9,17,78,09/17/1978
USGS,1303500,9/18/78,3,A,9,18,78,09/18/1978
USGS,1303500,9/19/78,3.2,A,9,19,78,09/19/1978
USGS,1303500,9/20/78,3.2,A,9,20,78,09/20/1978
USGS,1303500,9/21/78,3.2,A,9,21,78,09/21/1978
USGS,1303500,9/22/78,3.2,A,9,22,78,09/22/1978
USGS,1303500,9/23/78,3.4,A,9,23,78,09/23/1978
USGS,1303500,9/24/78,3.2,A,9,24,78,09/24/1978
USGS,1303500,9/25/78,3.2,A,9,25,78,09/25/1978
USGS,1303500,9/26/78,3.7,A,9,26,78,09/26/1978
USGS,1303500,9/27/78,3.7,A,9,27,78,09/27/1978
USGS,1303500,9/28/78,3.9,A,9,28,78,09/28/1978
USGS,1303500,9/29/78,3.7,A,9,29,78,09/29/1978
USGS,1303500,9/30/78,3.2,A,9,30,78,09/30/1978
USGS,1303500,10/1/78,3.2,A,10,1,78,10/01/1978
USGS,1303500,10/2/78,3.2,A,10,2,78,10/02/1978
USGS,1303500,10/3/78,3.4,A,10,3,78,10/03/1978
USGS,1303500,10/4/78,3.7,A,10,4,78,10/04/1978
USGS,1303500,10/5/78,4.4,A,10,5,78,10/05/1978
USGS,1303500,10/6/78,7.6,A,10,6,78,10/06/1978
USGS,1303500,10/7/78,6.2,A,10,7,78,10/07/1978
USGS,1303500,10/8/78,5.3,A,10,8,78,10/08/1978
USGS,1303500,10/9/78,4.7,A,10,9,78,10/09/1978
USGS,1303500,10/10/78,4.4,A,10,10,78,10/10/1978
USGS,1303500,10/11/78,4.2,A,10,11,78,10/11/1978
USGS,1303500,10/12/78,4.2,A,10,12,78,10/12/1978
USGS,1303500,10/13/78,3.4,A,10,13,78,10/13/1978
USGS,1303500,10/14/78,8.4,A,10,14,78,10/14/1978
USGS,1303500,10/15/78,5.6,A,10,15,78,10/15/1978
USGS,1303500,10/16/78,4.7,A,10,16,78,10/16/1978
USGS,1303500,10/17/78,4.4,A,10,17,78,10/17/1978
USGS,1303500,10/18/78,4.4,A,10,18,78,10/18/1978
USGS,1303500,10/19/78,4.2,A,10,19,78,10/19/1978
USGS,1303500,10/20/78,4.4,A,10,20,78,10/20/1978
USGS,1303500,10/21/78,4.7,A,10,21,78,10/21/1978
USGS,1303500,10/22/78,4.4,A,10,22,78,10/22/1978
USGS,1303500,10/23/78,5,A,10,23,78,10/23/1978
USGS,1303500,10/24/78,5,A,10,24,78,10/24/1978
USGS,1303500,10/25/78,5,A,10,25,78,10/25/1978
USGS,1303500,10/26/78,4.4,A,10,26,78,10/26/1978
USGS,1303500,10/27/78,4.7,A,10,27,78,10/27/1978
USGS,1303500,10/28/78,5.3,A,10,28,78,10/28/1978
USGS,1303500,10/29/78,5.3,A,10,29,78,10/29/1978
USGS,1303500,10/30/78,5,A,10,30,78,10/30/1978
USGS,1303500,10/31/78,4.7,A,10,31,78,10/31/1978
USGS,1303500,11/1/78,4.7,A,11,1,78,11/01/1978
USGS,1303500,11/2/78,4.7,A,11,2,78,11/02/1978
USGS,1303500,11/3/78,9.2,A,11,3,78,11/03/1978
USGS,1303500,11/4/78,6.9,A,11,4,78,11/04/1978
USGS,1303500,11/5/78,5.3,A,11,5,78,11/05/1978
USGS,1303500,11/6/78,5,A,11,6,78,11/06/1978
USGS,1303500,11/7/78,5,A,11,7,78,11/07/1978
USGS,1303500,11/8/78,5,A,11,8,78,11/08/1978
USGS,1303500,11/9/78,5,A,11,9,78,11/09/1978
USGS,1303500,11/10/78,4.7,A,11,10,78,11/10/1978
USGS,1303500,11/11/78,4.1,A,11,11,78,11/11/1978
USGS,1303500,11/12/78,4.7,A,11,12,78,11/12/1978
USGS,1303500,11/13/78,5,A,11,13,78,11/13/1978
USGS,1303500,11/14/78,5,A,11,14,78,11/14/1978
USGS,1303500,11/15/78,4.9,A,11,15,78,11/15/1978
USGS,1303500,11/16/78,5,A,11,16,78,11/16/1978
USGS,1303500,11/17/78,5,A,11,17,78,11/17/1978
USGS,1303500,11/18/78,6,A,11,18,78,11/18/1978
USGS,1303500,11/19/78,5.6,A,11,19,78,11/19/1978
USGS,1303500,11/20/78,5.1,A,11,20,78,11/20/1978
USGS,1303500,11/21/78,5,A,11,21,78,11/21/1978
USGS,1303500,11/22/78,5,A,11,22,78,11/22/1978
USGS,1303500,11/23/78,5.2,A,11,23,78,11/23/1978
USGS,1303500,11/24/78,6,A,11,24,78,11/24/1978
USGS,1303500,11/25/78,5.3,A,11,25,78,11/25/1978
USGS,1303500,11/26/78,5,A,11,26,78,11/26/1978
USGS,1303500,11/27/78,5.4,A,11,27,78,11/27/1978
USGS,1303500,11/28/78,5.3,A,11,28,78,11/28/1978
USGS,1303500,11/29/78,5.3,A,11,29,78,11/29/1978
USGS,1303500,11/30/78,6.2,A,11,30,78,11/30/1978
USGS,1303500,12/1/78,5.6,A,12,1,78,12/01/1978
USGS,1303500,12/2/78,5.3,A,12,2,78,12/02/1978
USGS,1303500,12/3/78,5.2,A,12,3,78,12/03/1978
USGS,1303500,12/4/78,5.8,A,12,4,78,12/04/1978
