"BARCODE","GRID","DATE","PROJCODE","FIELDSTA","HABCLASS","RM","SUB","ZONE15","EUTM15","NUTM15","EMTCZONE","EUTMEMTC","NUTMEMTC","FLDZONE","EFIELD","NFIELD","PDOP","DEPTH","NOCONT","REPA","REPB","REPC","SUMCODE","GEAR","LAB","SUBSAMPL","SUBANDFL","SUBSTRAT","SHELLS","DETRITUS","FINEORG","SUBMERSE","FLOATING","EMERGENT","OPEN","MAYFLIES","FNC","CORBICUL","MIDGES","ZEBRA","DRAGON","STONE","CADDIS","FLIES","MUSSELS","WORMS","SHRIMP","SCUDS","SNAILS","COMMENTS","RCDCODE","ENT_OPTR","VRF_OPTR","BATCH"
"22000313","63","05/26/1995","M-","2","IMP","689.0","N","15","642305","4839412","15","642305","4839412","","","","","1.2","0","","","","1","P","N","","0","4","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","SOME CLAYBALLS IN SAMPLE  VERY LITTLE DETRITUS  VERY FEW FINGERNAIL SHELLS  1 OL","101","801","210","9501"
"22000314","366","05/26/1995","M-","2","IMP","688.5","N","15","641605","4838862","15","641605","4838862","","","","","2.2","0","","","","1","P","N","","0","4","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","VERY FEW FINGERNAIL SHELLS IF ANY  1 SMALL MIDGE  7 OLIGS","101","801","210","9501"
"22000315","64","05/26/1995","M-","2","IMP","688.5","N","15","641255","4838812","15","641255","4838812","","","","","0.7","0","","","","1","P","N","","0","3","1","4","N","0","0","0","4","1","0","0","0","0","","","","","","","","","","VERY FEW IF ANY FINGERNAIL SHELLS  2 SMALL MIDGES  11 OLIGS  1 ZEBRA MUSSEL SHEL","101","801","210","9501"
"22000316","62","05/26/1995","M-","2","IMP","689.1","N","15","641505","4839612","15","641505","4839612","","","","","1.3","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","CLAYBALLS  VERY LITTLE DETRITUS  VERY FEW IF ANY FINGERNAIL SHELLS","101","801","210","9501"
"22000317","46","05/26/1995","M-","2","BWC","689.4","N","15","641055","4840012","15","641055","4840012","","","","","0.7","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","9","0","0","1","0","","","","","","","","","","2 FINGERNAIL SHELLS  2 SMALL MIDGES  6 OLIGS","101","801","210","9501"
"22000318","27","05/26/1995","M-","2","SC","688.9","N","15","640405","4839362","15","640405","4839362","","","","","0.9","0","","","","1","P","N","","0","2","1","4","N","0","0","0","4","7","0","0","7","0","","","","","","","","","","DOES NOT LOOK LIKE A SIDE CHANNEL  A FEW FINGERNAIL CLAM SHELLS  1 SMALL MIDGE","101","801","210","9501"
"22000319","68","05/26/1995","M-","2","IMP","687.9","N","15","640955","4837862","15","640955","4837862","","","","","2.1","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","2","0","0","0","0","","","","","","","","","","SOME FINGERNAIL SHELLS  CLAYBALLS IN SAMPLE  3 OLIGS","101","801","210","9501"
"22000320","69","05/26/1995","M-","2","IMP","687.7","N","15","641705","4837612","15","641705","4837612","","","","","1.3","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","1","0","0","0","0","","","","","","","","","","SOME FINGERNAIL SHELLS  CLAYBALLS IN SAMPLE  4 SMALL MIDGES  5 OLIGS","101","801","210","9501"
"22000321","70","05/26/1995","M-","2","IMP","687.5","N","15","641455","4837362","15","641455","4837362","","","","","1.2","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","CLAYBALLS IN SMAPLE  VERY FEW IF ANY FINGERNAIL SHELLS","101","801","210","9501"
"22000322","71","05/26/1995","M-","2","IMP","687.4","N","15","641505","4837212","15","641505","4837212","","","","","1.1","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","CLAYBALLS  LESS THAN 5 FINGERNAIL SHELLS  4 OLIGS","101","801","210","9501"
"22000323","11","05/26/1995","M-","2","SC","686.0","N","15","641955","4835912","15","641955","4835912","","","","","5.9","0","","","","1","P","N","","0","4","1","1","N","0","0","0","4","1","0","0","0","0","","","","","","","","","","1 LIVE PIGTUE  CLAYBALLS  VERY FEW IF ANY FINGERNAIL SHELLS","101","801","210","9501"
"22000324","516","05/26/1995","M-","2","IMP","685.5","N","15","642173","4835250","15","642173","4835250","","","","","1.3","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","CLAYBALLS  0 FINGERNAIL SHELLS","101","801","210","9501"
"22000325","103","05/30/1995","M-","2","IMP","685.6","N","15","643105","4835312","15","643105","4835312","","","","","0.4","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","1","0","","","","","","","","","","2 SMALL MIDGES  16 OLIGS","101","801","210","9501"
"22000326","373","05/30/1995","M-","2","IMP","685.7","N","15","642855","4835462","15","642855","4835462","","","","","1.9","0","","","","1","P","N","","0","4","1","1","N","0","0","0","4","0","1","0","0","0","","","","","","","","","","SOME FINGERNAIL SHELLS  LEFT SITE BEFORE CORE TAKEN  FOUND LIVE FINGERNAIL SO RE","101","801","210","9501"
"22000327","501","05/30/1995","M-","2","IMP","685.6","N","15","642714","4835294","15","642714","4835294","","","","","1.3","0","","","","1","P","N","","0","1","1","1","N","0","0","0","4","0","5","0","1","0","","","","","","","","","","CLAYBALLS  VERY LITTLE DETRITUS  SOME FINGERNAIL SHELLS  1 SMALL MIDGE","101","801","210","9501"
"22000328","515","05/30/1995","M-","2","IMP","685.4","N","15","642727","4834955","15","642727","4834955","","","","","2.6","0","","","","1","P","N","","0","5","2","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","SOME FINGERNAIL SHELLS  VERY LITTLE DETRITUS  1 OLIG","101","801","210","9501"
"22000329","76","05/30/1995","M-","2","IMP","685.2","N","15","642305","4834612","15","642305","4834612","","","","","1.6","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","1","0","0","0","","","","","","","","","","VERY FEW FINGERNAIL SHELLS  LITTLE DETRITUS","101","801","210","9501"
"22000330","77","05/30/1995","M-","2","IMP","685.2","N","15","642255","4834562","15","642255","4834562","","","","","1.3","0","","","","1","P","N","","0","1","1","1","N","0","0","0","4","0","4","0","0","0","","","","","","","","","","CLAYBALLS  SOME FINGERNAIL SHELLS  LITTLE DETRITUS  1 SMALL MIDGE  1 SMALL UNKNO","101","801","210","9501"
"22000331","5","05/30/1995","M-","2","MCB","680.2","N","15","642905","4827312","15","642905","4827312","","","","","8.2","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","VERY FEW FINGERNAIL SHELLS  1 CADDIS FLY","101","801","210","9501"
"22000332","6","05/30/1995","M-","2","MCB","680.1","N","15","642855","4827062","15","642855","4827062","","","","","8.5","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","VERY FEW FINGERNAILS  1 OLIG","101","801","210","9501"
"22000333","7","05/30/1995","M-","2","MCB","679.9","N","15","642705","4826912","15","642705","4826912","","","","","8.4","0","","","","1","P","N","","0","4","1","1","N","0","0","0","4","1","2","0","0","0","","","","","","","","","","SOME FINGERNAIL SHELLS  8 OLIGS","101","801","210","9501"
"22000334","507","05/30/1995","M-","2","IMP","685.1","N","15","641519","4834448","15","641519","4834448","","","","","1.5","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","0","23","0","0","2","","","","","","","","","","LITTLE DETRITUS  FINGERNAIL SHELLS  3 SNAILS  5 OLIGS  ABOUT 7 CADDIS FLIES  1 S","101","801","210","9501"
"22000335","78","05/30/1995","M-","2","IMP","685.0","N","15","641155","4834312","15","641155","4834312","","","","","1.5","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","CLAYBALLS  LITTLE DETRITUS  VERY FEW FINGERNAIL SHELLS  1 OLIG","101","801","210","9501"
"22000336","80","05/30/1995","M-","2","IMP","684.5","N","15","641605","4833712","15","641605","4833712","","","","","1.0","0","","","","1","P","N","","0","2","1","2","N","0","0","0","4","2","0","0","0","0","","","","","","","","","","ABOUT 2 FINGERNAIL SHELLS  2 SMALL MIDGES  8 OLIGS","101","801","210","9501"
"22000337","508","05/30/1995","M-","2","IMP","684.3","N","15","641372","4833510","15","641372","4833510","","","","","1.1","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","SOME CLAYBALLS  LITTLE DETRITUS  1 POSSIBLE SMALL MIDGE","101","801","210","9501"
"22000338","81","05/30/1995","M-","2","IMP","683.8","N","15","641205","4832812","15","641205","4832812","","","","","1.4","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","1","0","0","0","0","","","","","","","","","","CLAYBALLS IN SAMPLE  FINGERNAIL SHELLS  1 SMALL MIDGE  3 OLIGS","101","801","210","9501"
"22000339","82","05/30/1995","M-","2","IMP","683.5","N","15","640955","4832562","15","640955","4832562","","","","","1.9","0","","","","1","P","N","","0","2","3","1","N","0","0","0","4","10","0","0","0","0","","","","","","","","","","CLAYBALLS  A LOT OF FINGERNAIL SHELLS","101","801","210","9501"
"22000340","84","05/30/1995","M-","2","IMP","683.1","N","15","641055","4831862","15","641055","4831862","","","","","2.0","0","","","","1","P","N","","0","2","2","1","N","0","0","0","4","8","0","0","0","0","","","","","","","","","","FINGERNAIL SHELLS  3 OLIGS  1 SMALL MIDGE","101","801","210","9501"
"22000341","86","05/30/1995","M-","2","IMP","683.0","N","15","640955","4831762","15","640955","4831762","","","","","1.9","0","","","","1","P","N","","0","4","1","1","N","0","0","0","4","5","0","0","1","0","","","","","","","","","","FINGERNAIL SHELLS COMMON  CLAYBALLS  5 OLIGS","101","801","210","9501"
"22000342","396","05/30/1995","M-","2","IMP","682.8","N","15","641155","4831412","15","641155","4831412","","","","","2.1","0","","","","1","P","N","","0","2","4","1","N","0","0","0","4","9","0","0","0","0","","","","","","","","","","5 OLIGS","101","801","210","9501"
"22000343","89","05/30/1995","M-","2","IMP","682.2","N","15","641455","4831512","15","641455","4831512","","","","","1.0","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","VERY LITTLE DETRITUS  FINGERNAIL SHELLS COMMON  15 OLIGS","101","801","210","9501"
"22000344","29","05/31/1995","M-","2","SC","687.1","N","15","639305","4836712","15","639305","4836712","","","","","1.6","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","1","","","","","","","","","","1 SMALL MIDGE  ZEBRA MUSSEL ON LARGE LIVE CLAM","101","801","210","9501"
"22000345","34","05/31/1995","M-","2","BWC","687.0","N","15","639705","4836612","15","639705","4836612","","","","","0.6","0","","","","1","P","N","","0","2","1","2","N","1","0","0","4","2","0","0","4","0","","","","","","","","","","VERY FEW FINGERNAIL SHELLS  4 SMALL MIDGES  4 OLIGS","101","801","210","9501"
"22000346","509","05/31/1995","M-","2","IMP","687.2","N","15","639772","4836801","15","639772","4836801","","","","","0.7","0","","","","1","P","N","","0","2","1","2","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","ABOUT 3 FINGERNAIL SHELLS  2 SMALL MIDGES  8 OLIGS","101","801","210","9501"
"22000347","506","05/31/1995","M-","2","IMP","686.0","N","15","639603","4835862","15","639603","4835862","","","","","0.9","0","","","","1","P","N","","0","2","0","3","N","0","0","0","4","9","0","0","0","0","","","","","","","","","","1 SMALL MIDGE  5 OLIGS","101","801","210","9501"
"22000349","59","05/31/1995","M-","2","BWC","685.8","N","15","639255","4835612","15","639255","4835612","","","","","0.4","0","","","","1","P","N","","0","2","1","1","N","1","0","0","4","0","0","0","0","0","","","","","","","","","","0 IF ANY FINGERNAIL SHELLS  ABOUT 40 OLIGS","101","801","210","9501"
"22000350","60","05/31/1995","M-","2","BWC","685.2","N","15","639355","4834612","15","639355","4834612","","","","","0.3","0","","","","1","P","N","","0","2","0","2","N","1","0","0","4","2","0","0","0","0","","","","","","","","","","SAGO POND WEED  2 SMALL MIDGES  7 OLIGS","101","801","210","9501"
"22000351","504","05/31/1995","M-","2","IMP","685.4","N","15","639754","4834926","15","639754","4834926","","","","","2.7","0","","","","1","P","N","","0","3","1","2","N","0","0","0","4","0","1","0","0","0","","","","","","","","","","VERY FEW FINGERNAIL SHELLS  4 OLIGS","101","801","210","9501"
"22000352","505","05/31/1995","M-","2","IMP","685.6","N","15","639645","4835413","15","639645","4835413","","","","","1.7","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","CLAY BALLS  2 SMALL MIDGES  12 OLIGS","101","801","210","9501"
"22000353","75","05/31/1995","M-","2","IMP","685.5","N","15","640655","4835362","15","640655","4835362","","","","","0.8","0","","","","1","P","N","","0","2","1","1","N","2","0","0","3","11","0","0","4","0","","","","","","","","","","VERY FEW FINGERNAIL SHELLS  1 SMALL MIDGE 10 OLIGS","101","801","210","9501"
"22000354","61","05/31/1995","M-","2","IMP","685.5","N","15","641555","4835112","15","641555","4835112","","","","","0.8","0","","","","1","P","N","","0","3","1","2","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","VERY FEW FINGERNAIL SHELLS  6 SMALL MIDGES  24 OLIGS","101","801","210","9501"
"22000355","12","05/31/1995","M-","2","SC","683.8","N","15","640155","4832862","15","640155","4832862","","","","","2.7","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","VERY LITTLE DETRITUS  FEW FINGERNAIL SHELLS  1 OLIG  1 UNKNOWN SMALL CLAM","101","801","210","9501"
"22000356","83","05/31/1995","M-","2","IMP","683.3","N","15","639655","4832262","15","639655","4832262","","","","","1.2","0","","","","1","P","N","","0","2","4","1","N","0","0","0","4","15","0","0","0","0","","","","","","","","","","LITTLE DETRITUS  SHELLS MAINLY FINGERNAILS  1 SMALL MIDGE  5 OLIGS  1 ODONATA AN","101","801","210","9501"
"22000357","90","05/31/1995","M-","2","IMP","682.8","N","15","640005","4831362","15","640005","4831362","","","","","0.9","0","","","","1","P","N","","0","2","2","1","N","0","0","0","4","5","0","0","0","0","","","","","","","","","","LITTLE DETRITUS  15 OLIGS","101","801","210","9501"
"22000358","511","06/01/1995","M-","2","SC","693.0","N","15","642568","4845641","15","642568","4845641","","","","","1.7","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","SMALL GRAVEL  CLAYBALLS  VERY LITTLE DETRITUS  VERY FEW IF ANY FINGERNAILS  2 SM","101","801","210","9501"
"22000359","19","06/01/1995","M-","2","SC","692.8","N","15","642255","4845312","15","642255","4845312","","","","","1.1","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","SMALL GRAVEL  0 FINGERNAIL SHELLS  3 OLIGS  VERY LITTLE DETRITUS","101","801","210","9501"
"22000360","17","06/01/1995","M-","2","SC","693.3","N","15","642205","4845912","15","642205","4845912","","","","","1.5","0","","","","1","P","N","","0","5","0","2","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","1 LIVE PAPERSHELL CLAM  2 SMALL MIDGES  2 OLIGS","101","801","210","9501"
"22000361","52","06/01/1995","M-","2","BWC","693.6","N","15","641955","4846662","15","641955","4846662","","","","","1.1","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","11","0","0","0","0","","","","","","","","","","ABOUT 2 FINGERNAIL SHELLS  3 SMALL MIDGES  7 OLIGS (2 MAYFLIES BROUGHT BACK TO L","101","801","210","9501"
"22000362","3","06/01/1995","M-","2","MCB","688.7","N","15","639705","4838962","15","639705","4838962","","","","","1.8","0","","","","1","P","N","","0","5","0","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","VERY LITTLE DETRITUS  1 OLIG  1 SMALL MIDGE","101","801","210","9501"
"22000363","4","06/01/1995","M-","2","MCB","688.6","N","15","639655","4838812","15","639655","4838812","","","","","2.4","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","1 SNAIL SHELL  VERY LITTLE DETRITUS","101","801","210","9501"
"22000364","10","06/01/1995","M-","2","MCB","688.5","N","15","639755","4838762","15","639755","4838762","","","","","0.7","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","ABOUT 1 FINGERNAIL SHELL  6 SMALL MIDGES  2 OLIGS","101","801","210","9501"
"22000365","58","06/01/1995","M-","2","BWC","688.2","N","15","640205","4838362","15","640205","4838362","","","","","0.3","0","","","","1","P","N","","0","2","1","4","N","0","0","1","4","1","0","0","0","0","","","","","","","","","","2 SNAIL SHELLS  LEECH  6 OLIGS. (CHRYSOMELIDAE   2 DIPTERA I THINK  LOOKED AT IN","101","801","210","9501"
"22000366","66","06/01/1995","M-","2","IMP","688.2","N","15","640705","4838312","15","640705","4838312","","","","","0.7","1","","","","1","P","Y","","0","3","1","4","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","10 OLIGS  1 OR VERY FEW FINGERNAIL SHELLS  1 MILLIPEDE","101","801","210","9501"
"22000367","67","06/01/1995","M-","2","IMP","687.9","N","15","640705","4837862","15","640705","4837862","","","","","1.2","1","","","","1","P","Y","","0","2","1","3","N","0","0","0","4","3","0","0","0","0","","","","","","","","","","VERY FEW IF ANY FINGERNAIL SHELLS  1 SMALL MIDGE  1 OLIG","101","815","210","9501"
"22000368","72","06/01/1995","M-","2","IMP","687.3","N","15","640255","4837012","15","640255","4837012","","","","","0.7","0","","","","1","P","N","","3","3","1","1","N","2","0","0","3","0","0","0","0","0","","","","","","","","","","CRISPUS IN PONAR  MAINLY CRISPRS IN AREA  SOME FINGERNAIL SHELLS  2 SMALL MIDGES","101","815","210","9501"
"22000369","13","06/01/1995","M-","2","SC","694.5","N","15","641755","4847912","15","641755","4847912","","","","","4.6","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","SMALL GRAVEL  1 SNAILSHELL  0 FINGERNAIL SHELLS","101","815","210","9501"
"22000370","14","06/01/1995","M-","2","SC","694.3","N","15","641955","4847712","15","641955","4847712","","","","","6.9","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","SOME SMALL GRAVEL","101","815","210","9501"
"22000371","15","06/01/1995","M-","2","SC","694.3","N","15","642205","4847712","15","642205","4847712","","","","","1.2","0","","","","1","P","N","","0","5","0","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","1 SMALL MIDGE  26 OLIGS  VERY LITTLE DETRITUS  CRISPUS","101","815","210","9501"
"22000372","37","06/01/1995","M-","2","BWC","694.5","N","15","642305","4847862","15","642305","4847862","","","","","1.2","0","","","","1","P","N","","0","2","1","1","N","1","0","0","4","16","10","0","0","0","","","","","","","","","","CRISPUS  A FEW FINGERNAIL SHELLS  1 SMALL MIDGE  7 OLIGS","101","815","210","9501"
"22000373","513","06/01/1995","M-","2","BWC","694.7","N","15","642549","4848204","15","642549","4848204","","","","","7.8","1","","","","1","P","Y","","0","2","0","1","N","0","0","0","4","3","0","0","0","0","","","","","","","","","","2 SMALL MIDGES  2 BITTING MIDGES  4 OLIGS","101","815","210","9501"
"22000374","16","06/01/1995","M-","2","SC","694.3","N","15","642405","4847612","15","642405","4847612","","","","","5.4","0","","","","1","P","N","","0","5","0","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","VERY LITTLE DETRITUS  1 SMALL MIDGE  5 OLIGS","101","815","210","9501"
"22000375","514","06/01/1995","M-","2","BWC","693.9","N","15","642383","4847067","15","642383","4847067","","","","","2.2","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","27","6","0","0","0","","","","","","","","","","1 SMALL PUPAE  SOME FINGERNAIL SHELLS  15 PERCENT DETRITUS  8 OLIGS  1 BITTING M","101","815","210","9501"
"22000376","28","06/02/1995","M-","2","SC","695.5","N","15","642055","4849212","15","642055","4849212","","","","","1.8","0","","","","1","P","N","","0","4","1","1","N","0","0","0","4","0","0","0","1","0","","","","","","","","","","15 PERCENT DETRITUS  3 SMALL MIDGES  1 OLIG  SHELLS 1 SMALL PIECE 6-30-95 LOOKED","101","815","210","9501"
"22000377","512","06/02/1995","M-","2","SC","694.1","N","15","643287","4847331","15","643287","4847331","","","","","8.3","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","20","0","0","0","0","","","","","","","","","","VERY FEW FINGERNAIL SHELLS  7 SMALL MIDGES  2 OLIGS","101","815","210","9501"
"22000378","510","06/02/1995","M-","2","BWC","693.7","N","15","643128","4846819","15","643128","4846819","","","","","1.2","0","","","","1","P","N","","0","2","1","4","N","0","0","0","4","3","1","0","0","0","","","","","","","","","","ABOUT 1 FINGERNAIL SHELL  24 SMALL MIDGES  7 OLIGS  1 UNKNOWN WORM","101","815","210","9501"
"22000379","51","06/02/1995","M-","2","BWC","693.7","N","15","642705","4846762","15","642705","4846762","","","","","0.8","0","","","","1","P","N","","1","2","1","4","N","1","1","0","4","1","0","0","0","0","","","","","","","","","","VERY FEW IF ANY FINGERNAIL SHELLS  COONTAIL IN PONAR  2 LEECHES  9 OLIGS","101","815","210","9501"
"22000380","18","06/02/1995","M-","2","SC","693.1","N","15","642855","4845812","15","642855","4845812","","","","","1.6","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","2 BITTING MIDGES  0 FINGERNAIL SHELLS  SHELLS 1 FRAGMENT","101","815","210","9501"
"22000381","53","06/02/1995","M-","2","BWC","693.4","N","15","642555","4846312","15","642555","4846312","","","","","0.4","0","","","","1","P","N","","1","2","1","3","N","0","0","1","4","1","0","0","0","0","","","","","","","","","","0 FINGERNAIL SHELLS  1 SNAIL SHELL  5 OLIGS","101","815","210","9501"
"22000383","58","05/20/1996","M-","2","BWC","687.9","N","15","638955","4837812","15","638955","4837812","","","","","0.3","0","","","","1","P","N","","0","2","0","1","N","0","1","0","3","3","0","0","0","0","","","","","","","","","","ABOUT 22 OLIGS","101","1","","9601"
"22000384","59","05/20/1996","M-","2","BWC","687.3","N","15","639205","4836912","15","639205","4836912","","","","","0.3","0","","","","1","P","N","","0","3","0","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","OLIG. 8","101","1","","9601"
"22000385","37","05/20/1996","M-","2","SC","686.7","N","15","639355","4836362","15","639355","4836362","","","","","1.1","0","","","","1","P","N","","0","4","0","0","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","NO INVERTS IN SAMPLE","101","1","","9601"
"22000386","40","05/20/1996","M-","2","BWC","686.2","N","15","639355","4836062","15","639355","4836062","","","","","1.3","0","","","","1","P","N","","0","4","0","0","N","0","0","0","4","0","0","0","5","0","","","","","","","","","","ABOUT 20 OLIG.","199","1","","9601"
"22000387","506","05/20/1996","M-","2","IMP","686","N","15","639603","4835862","15","639603","4835863","","","","","1.0","0","","","","1","P","N","","0","4","0","1","N","0","0","0","4","2","0","0","0","0","","","","","","","","","","NO OLIG","101","1","","9601"
"22000388","509","05/20/1996","M-","2","IMP","687.2","N","15","639772","4836801","15","639772","4836802","","","","","0.6","0","","","","1","P","N","","0","2","0","1","N","0","1","0","4","3","0","0","6","0","","","","","","","","","","ABOUT 7 OLIG.","101","1","","9601"
"22000389","505","05/20/1996","M-","2","IMP","685.7","N","15","639645","4835413","15","639645","4835413","","","","","0.9","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","13","1","0","0","0","","","","","","","","","","2 OLIG.","101","1","","9601"
"22000390","10","05/20/1996","M-","2","BWC","686","N","15","640105","4835812","15","640105","4835812","","","","","0.4","0","","","","1","P","N","","1","2","0","1","N","1","0","0","4","0","0","0","3","0","","","","","","","","","","15 OLIG","101","1","","9601"
"22000391","504","05/20/1996","M-","2","IMP","685.4","N","15","639754","4834926","15","639754","4834926","","","","","2.3","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","1","0","0","0","0","","","","","","","","","","2 OLIG. 1 SMALL MIDGE","101","1","","9601"
"22000392","85","05/20/1996","M-","2","IMP","685.8","N","15","641105","4835562","15","641105","4835562","","","","","1.2","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","16","1","0","6","0","","","","","","","","","","3 OLIG","101","1","","9601"
"22000393","89","05/20/1996","M-","2","IMP","685.1","N","15","640805","4834612","15","640805","4834612","","","","","0.9","0","","","","1","P","N","","1","2","1","1","N","1","0","0","4","3","0","0","2","0","","","","","","","","","","COONTAIL IN PONAR 1 DRAGONFLY 3 SCUDS(AUPHIPODA) 6 OLIG.","101","1","","9601"
"22000394","507","05/20/1996","M-","2","IMP","685.1","N","15","641519","4834448","15","641519","4834448","","","","","0.9","0","","","","1","P","N","","0","1","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","8 OLIG  1 TRICHOPTERA","101","1","","9601"
"22000395","11","05/20/1996","M-","2","IMP","684.3","N","15","639755","4833362","15","639755","4833362","","","","","0.8","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","1","0","0","6","0","","","","","","","","","","2 SMALL MIDGES  12 OLIGS","101","1","","9601"
"22000396","108","05/20/1996","M-","2","IMP","683.4","N","15","639355","4832262","15","639355","4832262","","","","","1.0","0","","","","1","P","N","","0","2","1","2","N","0","0","0","4","23","0","0","5","0","","","","","","","","","","6 SMALL MIDGES  1 OLIG","101","1","","9601"
"22000397","93","05/20/1996","M-","2","IMP","683.7","N","15","640205","4832712","15","640205","4832712","","","","","0.9","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","5 SMALL MIDGES  4 OLIGS","101","1","","9601"
"22000398","92","05/20/1996","M-","2","IMP","683.8","N","15","640355","4832762","15","640355","4832762","","","","","0.9","0","","","","1","P","N","","0","4","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","2 SMALL MIDGES  3 OLIGS","101","1","","9601"
"22000399","508","05/20/1996","M-","2","IMP","684.4","N","15","641372","4833510","15","641372","4833510","","","","","1.6","0","","","","1","P","N","","0","1","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","1 BIG DRAGONFLY","101","1","","9601"
"22000400","15","05/21/1996","M-","2","MCB","696.7","N","15","639805","4850812","15","639805","4850812","","","","","5.5","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","SOME SMALL GRAVEL/ROCK  NO FINGERNAIL SHELLS","101","1","","9601"
"22000401","42","05/21/1996","M-","2","BWC","696.6","N","15","638955","4850712","15","638955","4850712","","","","","1.5","0","","","","1","P","N","","1","2","1","2","N","1","0","0","4","7","1","0","6","0","","","","","","","","","","MILLFOIL IN SAMPLE  VERY FEW FINGERNAIL SHELLS  5 OLIGS","101","1","","9601"
"22000402","21","05/21/1996","M-","2","MCB","696","N","15","640305","4849812","15","640305","4849812","","","","","3.7","0","","","","1","P","N","","0","4","1","1","N","0","0","0","4","0","0","0","1","0","","","","","","","","","","2 OR 3 FINGERNAIL SHELLS  1 OLIGS","101","1","","9601"
"22000403","31","05/21/1996","M-","2","SC","696","N","15","640655","4849862","15","640655","4849862","","","","","5.6","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","","101","1","","9601"
"22000404","32","05/21/1996","M-","2","SC","695.4","N","15","640155","4849212","15","640155","4849212","","","","","4.3","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","2","0","0","0","0","","","","","","","","","","1 LIVE THREERIDGE  CLAYBALLS IN SAMPLE  1 VERY SMALL LIVE PAPERSHELL OR HEELSPLI","101","1","","9601"
"22000405","33","05/21/1996","M-","2","SC","695.4","N","15","641405","4849012","15","641405","4849012","","","","","1.8","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","0","0","0","0","","","","","","","","","","0 FINGERNAIL SHELLS","101","1","","9601"
